1.000167 0.001249
0.999929 0.001315
0.999217 0.001512
0.998031 0.001841
0.996371 0.002299
0.994240 0.002886
0.991640 0.003600
0.988571 0.004438
0.985038 0.005399
0.981042 0.006479
0.976588 0.007675
0.971679 0.008984
0.966319 0.010402
0.960513 0.011924
0.954267 0.013547
0.947585 0.015265
0.940473 0.017075
0.932938 0.018970
0.924986 0.020945
0.916624 0.022995
0.907859 0.025115
0.898700 0.027298
0.889155 0.029539
0.879232 0.031832
0.868940 0.034171
0.858288 0.036549
0.847286 0.038961
0.835945 0.041400
0.824274 0.043860
0.812284 0.046335
0.799986 0.048818
0.787392 0.051304
0.774514 0.053785
0.761363 0.056257
0.747952 0.058713
0.734293 0.061147
0.720400 0.063553
0.706285 0.065924
0.691962 0.068256
0.677444 0.070542
0.662746 0.072777
0.647881 0.074955
0.632864 0.077070
0.617710 0.079118
0.602432 0.081093
0.587047 0.082990
0.571569 0.084804
0.556013 0.086530
0.540394 0.088164
0.524729 0.089701
0.509032 0.091137
0.493319 0.092468
0.477606 0.093690
0.461908 0.094799
0.446243 0.095792
0.430624 0.096666
0.415068 0.097418
0.399585 0.098045
0.383955 0.098510
0.368434 0.098781
0.353039 0.098857
0.337785 0.098739
0.322691 0.098429
0.307773 0.097928
0.293046 0.097238
0.278529 0.096362
0.264236 0.095306
0.250184 0.094071
0.236389 0.092664
0.222864 0.091090
0.209627 0.089354
0.196690 0.087463
0.184068 0.085424
0.171775 0.083245
0.159824 0.080932
0.148227 0.078494
0.136998 0.075940
0.126147 0.073279
0.115687 0.070518
0.105627 0.067668
0.095978 0.064738
0.086748 0.061738
0.077949 0.058675
0.069586 0.055562
0.061669 0.052405
0.054205 0.049216
0.047200 0.046002
0.040660 0.042773
0.034590 0.039538
0.028996 0.036304
0.023883 0.033080
0.019252 0.029874
0.015109 0.026691
0.011455 0.023538
0.008293 0.020422
0.005624 0.017348
0.003450 0.014320
0.001771 0.011343
0.000587 0.008420
-0.000102 0.005554
-0.000298 0.002747
0.000000 0.000000
0.000000 0.000000
0.000781 -0.002650
0.002037 -0.005168
0.003764 -0.007553
0.005959 -0.009805
0.008620 -0.011925
0.011741 -0.013913
0.015318 -0.015770
0.019346 -0.017497
0.023820 -0.019094
0.028735 -0.020564
0.034083 -0.021907
0.039859 -0.023126
0.046057 -0.024222
0.052668 -0.025197
0.059685 -0.026053
0.067102 -0.026794
0.074909 -0.027421
0.083099 -0.027939
0.091663 -0.028349
0.100594 -0.028656
0.109881 -0.028864
0.119516 -0.028976
0.129490 -0.028997
0.139794 -0.028931
0.150418 -0.028783
0.161353 -0.028558
0.172588 -0.028262
0.184115 -0.027899
0.195923 -0.027475
0.208001 -0.026997
0.220341 -0.026469
0.232931 -0.025899
0.245762 -0.025293
0.258822 -0.024656
0.272100 -0.023995
0.285587 -0.023318
0.299270 -0.022629
0.313139 -0.021937
0.327183 -0.021246
0.341389 -0.020564
0.355747 -0.019897
0.370244 -0.019251
0.384868 -0.018632
0.399608 -0.018045
0.414688 -0.017467
0.429861 -0.016869
0.445105 -0.016256
0.460408 -0.015630
0.475754 -0.014996
0.491129 -0.014358
0.506520 -0.013719
0.521912 -0.013081
0.537290 -0.012448
0.552640 -0.011823
0.567947 -0.011208
0.583197 -0.010606
0.598375 -0.010018
0.613467 -0.009446
0.628458 -0.008893
0.643334 -0.008360
0.658080 -0.007847
0.672682 -0.007355
0.687127 -0.006886
0.701399 -0.006440
0.715485 -0.006016
0.729370 -0.005616
0.743042 -0.005240
0.756486 -0.004886
0.769690 -0.004554
0.782640 -0.004245
0.795323 -0.003958
0.807726 -0.003691
0.819837 -0.003444
0.831644 -0.003217
0.843134 -0.003008
0.854296 -0.002816
0.865119 -0.002641
0.875591 -0.002482
0.885702 -0.002336
0.895441 -0.002205
0.904799 -0.002086
0.913764 -0.001979
0.922329 -0.001882
0.930484 -0.001795
0.938221 -0.001718
0.945530 -0.001649
0.952406 -0.001587
0.958840 -0.001533
0.964825 -0.001485
0.970356 -0.001442
0.975425 -0.001405
0.980029 -0.001373
0.984161 -0.001345
0.987818 -0.001321
0.990996 -0.001301
0.993690 -0.001285
0.995898 -0.001272
0.997619 -0.001262
0.998849 -0.001255
0.999587 -0.001250
0.999833 -0.001249
